clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> say you'll remember me standing in a nice dress <SP> staring at the sunset babe <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,you'll see me in hindsight <SP> tangled up with you all night <SP> burning it down <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,without me <SP> and he's long gone when he's next to me and i realize the blame is on me <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,trouble trouble trouble and the saddest fear comes creeping in <SP> that you never loved me <SP> or her or anyone or anything <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,so shame on me now flew me to places <SP> i'd never been <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,till you put me down <SP> oh <SP> i knew you were trouble when you walked in <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,you found me you found me <SP> i guess you didn't care and i guess i liked that <SP> and when i fell hard you took a step back <SP> without me without me,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,once upon a time a few mistakes ago i was in your sights you got me alone you found me,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> i knew you were trouble when you walked in so shame on me now <SP> flew me to places <SP> i'd never been <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,now <SP> i'm lying on the cold hard ground <SP> trouble trouble <SP> trouble,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,busier than ever <SP> we small talk <SP> work and the weather <SP> your guard is up <SP> and i know why <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,had when you were mine <SP> i go back to december <SP> turn <SP> around and make it alright <SP> i go back to december all the time <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,that night <SP> and i go back to december all the time <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> this is me swallowing my pride <SP> standing in front of you saying <SP> i'm sorry for,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,i haven't seen them in a while <SP> you've been good,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i'm so glad you made time to see me how's life <SP> tell me how's your family <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,because the last time you saw me is still burned in back of your mind <SP> you gave me roses and i left them there to die <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,it turns <SP> out freedom ain't nothing <SP> but missing you <SP> wishing i'd realized what i,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0010,EN-Tenor-1,mixed_voice,speech,that you could be faithful to me <SP> let's,when the sun goes down and the band won't play i always
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,you look so dumb right now <SP> standin outside my house <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0011,EN-Tenor-1,mixed_voice,speech,hear your speech out <SP> how about a round of applause <SP> a standin ovation,remember us this way way
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,but now it's time to go curtain's finally closin <SP> that was quite a show very entertainin <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,baby when i know you're only sorry you got caught <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,please <SP> just cut it out <SP> don't tell me you're sorry cause you're not <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,but it's over now go on and take a bow ohh <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0009,EN-Tenor-1,mixed_voice,speech,and the award <SP> for the best liar goes to you <SP> for makin' me believe <SP>,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,ooh <SP> ohh <SP> yeah <SP> yeah yeah <SP> yeah <SP> yeah <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> ohh how about a round of applause <SP> yeah <SP> standin ovation <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,tryin to apologize you're so ugly when you cry,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,<SP> but you put on quite a show really had me goin' <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,<SP> new money <SP> suit and tie <SP> i can read you like a magazine <SP> ain't it funny <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,if the high was worth the pain <SP> got <SP> a long list of <SP> ex lovers <SP> they'll tell you <SP> i'm insane <SP> cause you know <SP> i love the players <SP> and you love the game <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> so it's gonna be forever <SP> or it's gonna go down <SP> in flames <SP> you can tell me when it's over <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,look at that face <SP> you look like <SP> my next <SP> mistake <SP> love's a game <SP> wanna play <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> nice to meet you where you been <SP> i could show you incredible things <SP> magic madness <SP> heaven <SP> sin <SP> saw you there <SP> and i thought <SP> oh my god <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,rumors fly <SP> and i know you heard about me <SP> so hey <SP> let's be friends <SP> i'm dying to see how this one ends <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,oh <SP> it's been a while <SP> since i have even heard from you <SP> heard from you <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,and a <SP> tight little skirt <SP> and when we go crashing down <SP> we,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,we come back <SP> every time <SP> we never go out of style <SP> we never go out of style <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,classic thing <SP> that you like <SP> and when we go crashing <SP> down <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,come back every time <SP> cause we never go <SP> out of style <SP> we never go out of style,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,could <SP> end in burning flames or paradise <SP> fade into view <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> midnight <SP> you come and pick me up <SP> no headlights <SP> long drive <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> you got that james dean daydream <SP> look in your eye <SP> and i got that red lip <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,you've got that long hair slick <SP> back <SP> white t shirt <SP> and i <SP> got that good girl faith <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,<SP> but i can see us lost in the memory <SP> august slipped away <SP> into a moment in time,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,wanting was enough for me it was enough <SP> to live for the hope of it all <SP> cancel plans just in case you'd call <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,cause you were never mine <SP> back when we were still changing for the better <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,whispers of are you sure never have i ever before <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> salt air <SP> and the rust on your door <SP> i never needed anything more,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,cause <SP> it was never mine <SP> and i can see us twisted in bedsheets <SP> august sipped away <SP> like a bottle of wine <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,and say meet me behind the mall <SP> so much for summer love <SP> and saying us <SP> cause you weren't mine to lose,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,<SP> see you <SP> make your way through the crowd <SP> and say hello <SP> little <SP> did i know <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,all there's left to do is run <SP> you'll be the prince <SP> and <SP> i'll be the princess <SP> it's a love story baby <SP> just say yes <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> and i said <SP> romeo take me somewhere we can be alone <SP> i'll be waiting <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,on <SP> a <SP> balcony in <SP> summer air <SP> see the lights <SP> see the party <SP> the ball gowns <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> we were both young when i first saw you <SP> i closed my eyes and the flashback starts <SP> i'm standing there,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,that you were romeo <SP> you were throwing pebbles <SP> and my daddy said <SP> stay away from juliet <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,romeo save me <SP> they're trying to tell me how to feel <SP> this love is difficult <SP> but <SP> it's real <SP> don't be afraid <SP> we'll make it out of <SP> this mess <SP> it's a love story baby <SP> just say yes <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,you're all i have <SP> you're all i have <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,who sits alone talking to the moon,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,try to get to you <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> talking to the moon <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,i want you back <SP> my neighbors think i'm crazy <SP> but they don't understand <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i know you're somewhere out there somewhere far away <SP> i want you back <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,at night <SP> when the stars light on my room <SP> i sit by myself <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,in hopes you're on the other side <SP> talking to me too <SP> or <SP> am i a fool <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0010,EN-Tenor-1,mixed_voice,speech,so <SP> when i'm all choked up <SP> but i can't <SP> find the words,when the sun goes down and the band won't play i always
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,it's buried in my soul like california gold <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0014,EN-Tenor-1,mixed_voice,speech,when you look at me and the whole world fades,in the shallow we are far from the shallow now
EN-Tenor-1__mixed_voice__speech__0011,EN-Tenor-1,mixed_voice,speech,every time we say goodbye baby it hurts <SP>,remember us this way way
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,when the sun goes down and the band won't play <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,the part of me that's you will never die <SP> so when i'm all choked up <SP> but i can't <SP> find the words <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> but all i really know you're where i wanna go <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0012,EN-Tenor-1,mixed_voice,speech,when the sun goes down and the band won't play <SP>,when you look at me and the whole world face
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,i'll always remember us this way,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0009,EN-Tenor-1,mixed_voice,speech,oh yeah <SP> i don't wanna be just a memory baby yeah <SP>,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,you look at me and babe <SP> i wanna catch on fire <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0015,EN-Tenor-1,mixed_voice,speech,i'll always remember us this way,i'll always remember us this way
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> that arizona sky burning in your eyes <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0013,EN-Tenor-1,mixed_voice,speech,i'll always remember us this way way <SP>,i always remember us this way
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,you found the light in me that i couldn't find,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,every time we say goodbye baby it hurts <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0010,EN-Tenor-1,mixed_voice,speech,just <SP> love me yeah <SP> just love me <SP> all you need to do is love me yeah <SP>,when the sun goes down and the band won't play i always
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,so you can put me together and throw me against the wall <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0014,EN-Tenor-1,mixed_voice,speech,don't you stop loving me <SP> don't quit <SP> loving me <SP> just stop <SP> loving me,in the shallow we are far from the shallow now
EN-Tenor-1__mixed_voice__speech__0011,EN-Tenor-1,mixed_voice,speech,got me like <SP> ah ah ah <SP> ow i'm tired of <SP> being played like a violin <SP>,remember us this way way
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,must be love on the brain <SP> yeah <SP> and it keeps cursing <SP> my name,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,<SP> must be love on the brain that's got me feeling this way <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,don't you stop loving me <SP> don't <SP> quit loving me <SP> just stop loving it babe <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0012,EN-Tenor-1,mixed_voice,speech,what do i gotta do to <SP> get in your motherfuckin' heart <SP>,when you look at me and the whole world face
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,no matter what i do <SP> i'm no good without you <SP> and i can't get enough <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0009,EN-Tenor-1,mixed_voice,speech,must be love on the brain <SP> then you keep loving me,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,high <SP> baby you got me like oh <SP> you love when i fall apart,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> and you got me let <SP> go <SP> what you want from me <SP> i tried to buy your pretty heart but the price too,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0013,EN-Tenor-1,mixed_voice,speech,baby like <SP> ah woo <SP> ah <SP>,i always remember us this way
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,baby you got me like ah <SP> woo <SP> ah <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,it beats me black and blue but it fucks me so good <SP> and i can't get enough,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,oh my god <SP> i feel it in the air <SP> telephone wires above <SP> all sizzling like a snare <SP> honey <SP> i'm,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,got that summertime summertime sadness <SP> oh oh oh oh oh <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,i just wanted you to know <SP> that baby you're the best <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> kiss me hard before you go <SP> summertime sadness <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,done my hair up real big <SP> beauty queen style <SP> high heels off <SP> i'm feeling alive <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i got my red dress on tonight <SP> dancing in the dark in the pale moonlight <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,on fire <SP> i feel it everywhere <SP> nothing scares me anymore,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,i've got that summertime summertime sadness <SP> s s summertime summertime sadness <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,you stood there front of me <SP> just close enough <SP> to touch <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,me <SP> when <SP> you're not around <SP> cause i see sparks fly,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,kiss me on the sidewalk <SP> take away the pain <SP> cause <SP> i see,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> drop everything now <SP> meet me in the pouring rain <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,whenever you smile <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,you're the <SP> kinda reckless <SP> that should send me run <SP> but i kinda know that <SP> i won't get far <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> the way you move is like a full on rainstorm <SP> <SP> i'm a house of cards <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,close enough to hope you couldn't see <SP> what i was thinking of <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,sparks fly whenever you smile <SP> get me with those green eyes baby <SP> as the lights go down <SP> give me something that'll haunt,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,even though you're not here won't move on ahhh <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,every time i close my eyes <SP> it's like a dark paradise <SP>,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,<SP> every time i close my eyes <SP> it's like a dark <SP> paradise <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,it won't leave my head <SP> your soul is haunting me and telling me <SP> that everything is fine but i wish i was dead <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,no one compares to you <SP> i'm scared that <SP> you won't be waiting <SP> on the other side,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,ahhh <SP> that's how you sang it <SP> loving you forever can't be wrong,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> all my friends tell me i should move on <SP> i'm lying in the ocean singing your song,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,that's how we played it <SP> and <SP> there's no remedy for memory <SP> of faces like a melody <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,no one compares to you <SP> i'm scared that <SP> you won't be waiting on the other side <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,i don't like your perfect crime <SP> how you laugh when you lie <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,the role you made me play of the fool <SP> no i don't like you <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i don't like your little games <SP> don't like your <SP> tilted stage <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,you said the gun was mine <SP> isn't cool <SP> no i don't like you <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0010,EN-Tenor-1,mixed_voice,speech,can't you see that i'm the one who understands you <SP> been here all along <SP> so why can't you see <SP> you belong with me,when the sun goes down and the band won't play i always
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,and she'll never know your story like i <SP> do,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,you belong with me <SP> you belong with me,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,been here all along <SP> so why can't you see <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,when you wake up and find that <SP> what <SP> you're looking for has been here the whole time <SP> if you could see that i'm the one who understands you <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0008,EN-Tenor-1,mixed_voice,speech,<SP> oh i remember you driving to my house in the middle of <SP> the night <SP> i'm the one who makes you laugh when you know you're about to cry <SP>,i spent forever wondering if you knew i was enchanted to meet you
EN-Tenor-1__mixed_voice__speech__0009,EN-Tenor-1,mixed_voice,speech,i know your favorite songs and you tell me about your dreams <SP> think i know where you belong think i know it's with me <SP>,so when i'm all chilled up and i can't find the words every time we say goodbye baby it hurts
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,cause she doesn't <SP> get your humor like i do <SP> i'm in the room it's a typical tuesday night <SP> i'm listening to the kind of music <SP> she doesn't like <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> you're on the phone with your girlfriend she's upset <SP> she's <SP> going off about something that you said <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,<SP> she wears high heels <SP> i wear sneakers <SP> she's <SP> cheer captain <SP> and i'm on the <SP> bleachers <SP> dreaming about the day <SP>,in the bad times i fear myself tell me something boy
EN-Tenor-1__mixed_voice__speech__0006,EN-Tenor-1,mixed_voice,speech,you belong with me standing by and waiting at your back door <SP> all this time how could you not know baby <SP>,in all the good times i find myself longing for change in the bad times i fear myself
EN-Tenor-1__mixed_voice__speech__0002,EN-Tenor-1,mixed_voice,speech,hot summer nights <SP> mid july <SP> when you and i <SP> were forever wild <SP>,i'm falling in all the good times i find myself longing for change
EN-Tenor-1__mixed_voice__speech__0007,EN-Tenor-1,mixed_voice,speech,when i'm <SP> no longer beautiful,don't you let it go i'm wonderstruck dancing around all alone
EN-Tenor-1__mixed_voice__speech__0005,EN-Tenor-1,mixed_voice,speech,will you still love me <SP> when i got nothing <SP> but my aching soul <SP>,and hard keeping is so hardcore i'm falling
EN-Tenor-1__mixed_voice__speech__0004,EN-Tenor-1,mixed_voice,speech,<SP> will you still love me <SP> when <SP> i'm no longer <SP> young and beautiful <SP>,i'm too tired trying to fill that void or do you need more
EN-Tenor-1__mixed_voice__speech__0001,EN-Tenor-1,mixed_voice,speech,diamonds <SP> brilliant <SP> and <SP> bel air now <SP>,what do you need more is there something else you are searching for
EN-Tenor-1__mixed_voice__speech__0000,EN-Tenor-1,mixed_voice,speech,<SP> i've seen the world <SP> done it all <SP> had my <SP> cake now <SP>,tell me something girl are you happy in this modern world
EN-Tenor-1__mixed_voice__speech__0003,EN-Tenor-1,mixed_voice,speech,the crazy days <SP> city lights <SP> the way you'd play with me <SP> like a child,in the bad times i fear myself tell me something boy
