clean_name,singer_id,technique,group,gt_lyrics,asr_hypothesis
EN-Tenor-1__mixed_falsetto__control__0009,EN-Tenor-1,mixed_falsetto,control,oh yeah i don't wanna be just a memory baby yeah,cry through the surface where they can't hurt us we're far from the shallow now
EN-Tenor-1__mixed_falsetto__control__0011,EN-Tenor-1,mixed_falsetto,control,every time we say goodbye baby it hurts,in the shadow of the shadow of the sun
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,that arizona sky burning in your eyes,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0010,EN-Tenor-1,mixed_falsetto,technique,so when i'm all choked up but i can't find the words,in the shadow shadow in the shadow shadow
EN-Tenor-1__mixed_falsetto__technique__0012,EN-Tenor-1,mixed_falsetto,technique,when the sun goes down and the band won't play,and the song goes down and the band won't play
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,every time we say goodbye baby it hurts,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,the part of me that's you will never die so when i'm all choked up but i can't find the words,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,when the sun goes down and the band won't play,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,but all i really know you're where i wanna go,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,you found the light in me that i couldn't find,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,you look at me and babe i wanna catch on fire,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0013,EN-Tenor-1,mixed_falsetto,technique,i'll always remember us this way way,and always remember us this way way yeah
EN-Tenor-1__mixed_falsetto__technique__0014,EN-Tenor-1,mixed_falsetto,technique,when you look at me and the whole world fades,when you look at me and the whole world fades
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,it's buried in my soul like california gold,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,i'll always remember us this way,i'm on the deep end watch as i dive in i never meet the ground
EN-Tenor-1__mixed_falsetto__technique__0015,EN-Tenor-1,mixed_falsetto,technique,i'll always remember us this way,i always remember all this way
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,oh yeah i don't wanna be just a memory baby yeah,cry through the surface where they can't hurt us we're far from the shallow now
EN-Tenor-1__mixed_falsetto__technique__0011,EN-Tenor-1,mixed_falsetto,technique,every time we say goodbye baby it hurts,in the shadow of the shadow of the sun
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,that arizona sky burning in your eyes,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,to the beat could've had it all rolling in the deep,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,you had my heart inside of your hand and you played it,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,you had my heart inside of your hand but you played it with a beating,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,we could've had it all rolling in the deep,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,there's a fire starting in my heart reaching a fever pitch and bringing me out the dark,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,finally i can see you crystal clear go ahead and sell me out and i'll lay your ship bare,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,see how i leave with every piece of you don't underestimate the things that i will do,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,there's a fire starting in my heart reaching a fever pitch and bringing me out the dark,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,to the beat could've had it all rolling in the deep,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,you had my heart inside of your hand and you played it,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,you had my heart inside of your hand but you played it with a beating,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,we could've had it all rolling in the deep,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,there's a fire starting in my heart reaching a fever pitch and bringing me out the dark,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,finally i can see you crystal clear go ahead and sell me out and i'll lay your ship bare,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,see how i leave with every piece of you don't underestimate the things that i will do,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,there's a fire starting in my heart reaching a fever pitch and bringing me out the dark,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,to the beat could've had it all rolling in the deep,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,you had my heart inside of your hand and you played it,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,you had my heart inside of your hand but you played it with a beating,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,we could've had it all rolling in the deep,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,there's a fire starting in my heart reaching a fever pitch and bringing me out the dark,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,finally i can see you crystal clear go ahead and sell me out and i'll lay your ship bare,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,see how i leave with every piece of you don't underestimate the things that i will do,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,there's a fire starting in my heart reaching a fever pitch and bringing me out the dark,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,in hopes you're on the other side talking to me too or am i a fool,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,try to get to you,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,who sits alone talking to the moon,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,talking to the moon,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,at night when the stars light on my room i sit by myself,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,i want you back my neighbors think i'm crazy but they don't understand,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,you're all i have you're all i have,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i know you're somewhere out there somewhere far away i want you back,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,in hopes you're on the other side talking to me too or am i a fool,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,try to get to you,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,who sits alone talking to the moon,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,talking to the moon,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,at night when the stars light on my room i sit by myself,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,i want you back my neighbors think i'm crazy but they don't understand,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,you're all i have you're all i have,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,i know you're somewhere out there somewhere far away i want you back,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,in hopes you're on the other side talking to me too or am i a fool,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,try to get to you,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,who sits alone talking to the moon,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,talking to the moon,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,at night when the stars light on my room i sit by myself,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,i want you back my neighbors think i'm crazy but they don't understand,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,you're all i have you're all i have,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i know you're somewhere out there somewhere far away i want you back,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,i've got that summertime summertime sadness s s summertime summertime sadness,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,i just wanted you to know that baby you're the best,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,got that summertime summertime sadness oh oh oh oh oh,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,kiss me hard before you go summertime sadness,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,on fire i feel it everywhere nothing scares me anymore,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,done my hair up real big beauty queen style high heels off i'm feeling alive,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,oh my god i feel it in the air telephone wires above all sizzling like a snare honey i'm,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i got my red dress on tonight dancing in the dark in the pale moonlight,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,i've got that summertime summertime sadness s s summertime summertime sadness,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,i just wanted you to know that baby you're the best,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,got that summertime summertime sadness oh oh oh oh oh,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,kiss me hard before you go summertime sadness,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,on fire i feel it everywhere nothing scares me anymore,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,done my hair up real big beauty queen style high heels off i'm feeling alive,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,oh my god i feel it in the air telephone wires above all sizzling like a snare honey i'm,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,i got my red dress on tonight dancing in the dark in the pale moonlight,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,i've got that summertime summertime sadness s s summertime summertime sadness,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,i just wanted you to know that baby you're the best,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,got that summertime summertime sadness oh oh oh oh oh,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,kiss me hard before you go summertime sadness,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,on fire i feel it everywhere nothing scares me anymore,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,done my hair up real big beauty queen style high heels off i'm feeling alive,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,oh my god i feel it in the air telephone wires above all sizzling like a snare honey i'm,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,i got my red dress on tonight dancing in the dark in the pale moonlight,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0010,EN-Tenor-1,mixed_falsetto,technique,can't you see that i'm the one who understands you been here all along so why can't you see you belong with me,in the shadow shadow in the shadow shadow
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,you belong with me standing by and waiting at your back door all this time how could you not know baby,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,been here all along so why can't you see,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,you belong with me you belong with me,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,when you wake up and find that what you're looking for has been here the whole time if you could see that i'm the one who understands you,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,she wears high heels i wear sneakers she's cheer captain and i'm on the bleachers dreaming about the day,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,cause she doesn't get your humor like i do i'm in the room it's a typical tuesday night i'm listening to the kind of music she doesn't like,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,and she'll never know your story like i do,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,oh i remember you driving to my house in the middle of the night i'm the one who makes you laugh when you know you're about to cry,i'm on the deep end watch as i dive in i never meet the ground
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,i know your favorite songs and you tell me about your dreams think i know where you belong think i know it's with me,cry through the surface where they can't hurt us we're far from the shallow now
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,you're on the phone with your girlfriend she's upset she's going off about something that you said,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__control__0010,EN-Tenor-1,mixed_falsetto,control,can't you see that i'm the one who understands you been here all along so why can't you see you belong with me,in the shadow shadow in the shadow shadow
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,you belong with me standing by and waiting at your back door all this time how could you not know baby,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,been here all along so why can't you see,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__control__0007,EN-Tenor-1,mixed_falsetto,control,you belong with me you belong with me,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,when you wake up and find that what you're looking for has been here the whole time if you could see that i'm the one who understands you,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,she wears high heels i wear sneakers she's cheer captain and i'm on the bleachers dreaming about the day,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,cause she doesn't get your humor like i do i'm in the room it's a typical tuesday night i'm listening to the kind of music she doesn't like,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,and she'll never know your story like i do,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__control__0008,EN-Tenor-1,mixed_falsetto,control,oh i remember you driving to my house in the middle of the night i'm the one who makes you laugh when you know you're about to cry,i'm on the deep end watch as i dive in i never meet the ground
EN-Tenor-1__mixed_falsetto__control__0009,EN-Tenor-1,mixed_falsetto,control,i know your favorite songs and you tell me about your dreams think i know where you belong think i know it's with me,cry through the surface where they can't hurt us we're far from the shallow now
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,you're on the phone with your girlfriend she's upset she's going off about something that you said,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0010,EN-Tenor-1,mixed_falsetto,technique,can't you see that i'm the one who understands you been here all along so why can't you see you belong with me,in the shadow shadow in the shadow shadow
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,you belong with me standing by and waiting at your back door all this time how could you not know baby,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,been here all along so why can't you see,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,you belong with me you belong with me,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,when you wake up and find that what you're looking for has been here the whole time if you could see that i'm the one who understands you,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,she wears high heels i wear sneakers she's cheer captain and i'm on the bleachers dreaming about the day,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,cause she doesn't get your humor like i do i'm in the room it's a typical tuesday night i'm listening to the kind of music she doesn't like,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,and she'll never know your story like i do,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0008,EN-Tenor-1,mixed_falsetto,technique,oh i remember you driving to my house in the middle of the night i'm the one who makes you laugh when you know you're about to cry,i'm on the deep end watch as i dive in i never meet the ground
EN-Tenor-1__mixed_falsetto__technique__0009,EN-Tenor-1,mixed_falsetto,technique,i know your favorite songs and you tell me about your dreams think i know where you belong think i know it's with me,cry through the surface where they can't hurt us we're far from the shallow now
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,you're on the phone with your girlfriend she's upset she's going off about something that you said,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,i know places we can hide i know places i know places,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,baby i know places we won't be found and they'll be,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,chasing their tails trying to track us down cause i,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,they are the hunters we are the foxes and we run,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,i know places we can hide i know places i know places,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,baby i know places we won't be found and they'll be,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,chasing their tails trying to track us down cause i,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,they are the hunters we are the foxes and we run,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,i know places we can hide i know places i know places,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,baby i know places we won't be found and they'll be,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,chasing their tails trying to track us down cause i,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,they are the hunters we are the foxes and we run,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,our love so go on let the rain pour i'll be all you need and more,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,you can stand under my umbrella you can stand under my umbrella you can run into my arms it's okay don't be alarmed come in to me there's no distance in between,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,said i'll always be your friend took an oath i'm stick it out to the end now that it's raining more than ever know that we'll still have each other,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,because when the sun shines we'll shine together told you i'll be here forever,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,but you'll still be my star baby cause in the dark,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,you can't see shiny cars and that's when you need me there with you i'll always share,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,you had my heart and we'll never be worlds apart maybe in magazines,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__control__0006,EN-Tenor-1,mixed_falsetto,control,our love so go on let the rain pour i'll be all you need and more,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__control__0005,EN-Tenor-1,mixed_falsetto,control,you can stand under my umbrella you can stand under my umbrella you can run into my arms it's okay don't be alarmed come in to me there's no distance in between,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__control__0004,EN-Tenor-1,mixed_falsetto,control,said i'll always be your friend took an oath i'm stick it out to the end now that it's raining more than ever know that we'll still have each other,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__control__0003,EN-Tenor-1,mixed_falsetto,control,because when the sun shines we'll shine together told you i'll be here forever,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__control__0001,EN-Tenor-1,mixed_falsetto,control,but you'll still be my star baby cause in the dark,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__control__0002,EN-Tenor-1,mixed_falsetto,control,you can't see shiny cars and that's when you need me there with you i'll always share,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__control__0000,EN-Tenor-1,mixed_falsetto,control,you had my heart and we'll never be worlds apart maybe in magazines,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,our love so go on let the rain pour i'll be all you need and more,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,you can stand under my umbrella you can stand under my umbrella you can run into my arms it's okay don't be alarmed come in to me there's no distance in between,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,said i'll always be your friend took an oath i'm stick it out to the end now that it's raining more than ever know that we'll still have each other,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,because when the sun shines we'll shine together told you i'll be here forever,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,but you'll still be my star baby cause in the dark,diamonds brilliant and bare now
EN-Tenor-1__mixed_falsetto__technique__0002,EN-Tenor-1,mixed_falsetto,technique,you can't see shiny cars and that's when you need me there with you i'll always share,oh summer nights mid july when you and i were forever wild
EN-Tenor-1__mixed_falsetto__technique__0000,EN-Tenor-1,mixed_falsetto,technique,you had my heart and we'll never be worlds apart maybe in magazines,i've seen the world down it all have my cake now
EN-Tenor-1__mixed_falsetto__technique__0006,EN-Tenor-1,mixed_falsetto,technique,sparks fly whenever you smile get me with those green eyes baby as the lights go down give me something that'll haunt,i know you will i know you will i know that you will will you still love me
EN-Tenor-1__mixed_falsetto__technique__0005,EN-Tenor-1,mixed_falsetto,technique,kiss me on the sidewalk take away the pain cause i see,will you still love me when i got nothing but my aching soul
EN-Tenor-1__mixed_falsetto__technique__0007,EN-Tenor-1,mixed_falsetto,technique,me when you're not around cause i see sparks fly,when i'm no longer beautiful
EN-Tenor-1__mixed_falsetto__technique__0004,EN-Tenor-1,mixed_falsetto,technique,drop everything now meet me in the pouring rain,will you still love me when i'm no longer young and beautiful
EN-Tenor-1__mixed_falsetto__technique__0003,EN-Tenor-1,mixed_falsetto,technique,close enough to hope you couldn't see what i was thinking of,the crazy days city lights the way you play with me like a child
EN-Tenor-1__mixed_falsetto__technique__0001,EN-Tenor-1,mixed_falsetto,technique,you're the kinda reckless that should send me run but i kinda know that i won't get far,diamonds brilliant and bare now
