corpus_stem,singer,style,song,group,utt_id,MFA Only,SOFA,gain_sofa_vs_mfa_ms
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0004,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0004,,37.692499999999995,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0005,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0005,32.610169491525475,43.420208333333356,-10.81003884180788
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0006,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0006,,43.88953488372097,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0007,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0007,,47.85178571428574,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0008,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0008,,44.59883333333334,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0009,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0009,,30.072812500000055,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0010,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0010,,39.92757575757572,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0011,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0011,,87.20076923076923,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0012,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0012,,84.48500000000001,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0013,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0013,,64.12666666666672,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0014,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0014,,40.10239130434788,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0015,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0015,,36.03711538461542,
EN-Alto-1_Glissando_trouble is a friend_Control_Group_0016,EN-Alto-1,Glissando,trouble is a friend,Control_Group,0016,,29.87598039215688,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0000,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0000,,139.89568181818169,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0001,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0001,,66.58162499999995,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0002,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0002,,38.45916666666661,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0003,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0003,,38.554404761904756,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0004,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0004,,51.892272727272804,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0005,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0005,,60.14181818181816,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0006,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0006,,84.57352941176475,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0007,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0007,,41.6431578947368,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0008,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0008,,40.669310344827636,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0009,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0009,,50.316222222222265,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0010,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0010,,51.74951612903225,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0011,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0011,,104.34833333333334,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0012,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0012,,86.04633333333342,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0013,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0013,,228.0814285714286,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0014,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0014,,57.352361111111094,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0015,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0015,,42.186862745098054,
EN-Alto-1_Glissando_trouble is a friend_Glissando_Group_0016,EN-Alto-1,Glissando,trouble is a friend,Glissando_Group,0016,,73.54141304347829,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0000,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0000,,57.594473684210605,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0001,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0001,,35.37329545454548,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0002,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0002,,37.925357142857145,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0003,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0003,,27.285199999999996,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0004,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0004,,30.869375000000037,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0005,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0005,,42.411739130434775,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0006,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0006,,27.382906976744206,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0007,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0007,,37.828170731707345,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0008,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0008,,19.006250000000026,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0009,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0009,,27.10037037037032,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0010,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0010,,28.34293103448277,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0011,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0011,,22.157692307692294,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0012,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0012,17.200000000000006,32.442941176470626,-15.24294117647062
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0013,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0013,,29.626666666666654,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0014,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0014,,32.97593023255813,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0015,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0015,,28.5410576923077,
EN-Alto-1_Glissando_trouble is a friend_Paired_Speech_Group_0016,EN-Alto-1,Glissando,trouble is a friend,Paired_Speech_Group,0016,,36.72554347826088,
EN-Alto-1_Mixed_Voice_and_Falsetto_all is found_Control_Group_0006,EN-Alto-1,Mixed_Voice_and_Falsetto,all is found,Control_Group,0006,39.99999999999986,,
EN-Alto-1_Mixed_Voice_and_Falsetto_all is found_Paired_Speech_Group_0008,EN-Alto-1,Mixed_Voice_and_Falsetto,all is found,Paired_Speech_Group,0008,58.0,,
EN-Alto-1_Mixed_Voice_and_Falsetto_how does a moment last forever_Control_Group_0001,EN-Alto-1,Mixed_Voice_and_Falsetto,how does a moment last forever,Control_Group,0001,21.12499999999999,,
EN-Alto-1_Mixed_Voice_and_Falsetto_how does a moment last forever_Control_Group_0004,EN-Alto-1,Mixed_Voice_and_Falsetto,how does a moment last forever,Control_Group,0004,72.77272727272728,,
EN-Alto-1_Mixed_Voice_and_Falsetto_how does a moment last forever_Control_Group_0014,EN-Alto-1,Mixed_Voice_and_Falsetto,how does a moment last forever,Control_Group,0014,46.81818181818182,,
EN-Alto-1_Mixed_Voice_and_Falsetto_la vie en rose_Control_Group_0000,EN-Alto-1,Mixed_Voice_and_Falsetto,la vie en rose,Control_Group,0000,28.54411764705871,,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Control_Group_0003,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Control_Group,0003,35.874999999999964,,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Control_Group_0022,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Control_Group,0022,365.9374999999999,104.55625000000002,261.38124999999985
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Control_Group_0023,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Control_Group,0023,,52.46344827586206,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Falsetto_Group_0010,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Falsetto_Group,0010,25.399999999999974,,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Falsetto_Group_0022,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Falsetto_Group,0022,,196.4445,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Falsetto_Group_0023,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Falsetto_Group,0023,,60.59403846153845,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Mixed_Voice_Group_0004,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Mixed_Voice_Group,0004,19.31578947368425,,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Mixed_Voice_Group_0022,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Mixed_Voice_Group,0022,,88.88499999999998,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Mixed_Voice_Group_0023,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Mixed_Voice_Group,0023,,40.84648148148144,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Paired_Speech_Group_0010,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Paired_Speech_Group,0010,14.671052631578977,,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Paired_Speech_Group_0022,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Paired_Speech_Group,0022,,27.806176470588213,
EN-Alto-1_Mixed_Voice_and_Falsetto_let it go_Paired_Speech_Group_0023,EN-Alto-1,Mixed_Voice_and_Falsetto,let it go,Paired_Speech_Group,0023,,27.98517241379309,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Control_Group_0019,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Control_Group,0019,,76.79557142857145,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Control_Group_0020,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Control_Group,0020,,60.16652173913043,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Control_Group_0021,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Control_Group,0021,,110.33090909090916,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Falsetto_Group_0019,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Falsetto_Group,0019,,111.57812499999986,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Falsetto_Group_0020,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Falsetto_Group,0020,,55.41738636363642,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Falsetto_Group_0021,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Falsetto_Group,0021,,131.95124999999996,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Mixed_Voice_Group_0019,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Mixed_Voice_Group,0019,,71.28057142857152,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Mixed_Voice_Group_0020,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Mixed_Voice_Group,0020,,53.79228260869561,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Mixed_Voice_Group_0021,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Mixed_Voice_Group,0021,,114.05199999999995,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Paired_Speech_Group_0014,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Paired_Speech_Group,0014,14.2285714285714,,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Paired_Speech_Group_0019,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Paired_Speech_Group,0019,,57.006290322580625,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Paired_Speech_Group_0020,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Paired_Speech_Group,0020,,30.56215686274506,
EN-Alto-1_Mixed_Voice_and_Falsetto_seasons in the sun_Paired_Speech_Group_0021,EN-Alto-1,Mixed_Voice_and_Falsetto,seasons in the sun,Paired_Speech_Group,0021,,44.803124999999966,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Control_Group_0013,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Control_Group,0013,28.29166666666663,,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Control_Group_0015,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Control_Group,0015,,56.880238095238056,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Control_Group_0016,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Control_Group,0016,,72.36288461538466,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Control_Group_0017,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Control_Group,0017,,95.41599999999993,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Control_Group_0018,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Control_Group,0018,,65.86145833333335,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Falsetto_Group_0002,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Falsetto_Group,0002,23.837837837837807,,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Falsetto_Group_0015,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Falsetto_Group,0015,,85.76181818181821,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Falsetto_Group_0016,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Falsetto_Group,0016,42.22222222222226,53.82312499999995,-11.60090277777769
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Falsetto_Group_0017,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Falsetto_Group,0017,,144.69249999999994,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Falsetto_Group_0018,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Falsetto_Group,0018,,89.51565217391298,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Mixed_Voice_Group_0015,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Mixed_Voice_Group,0015,,61.954285714285625,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Mixed_Voice_Group_0016,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Mixed_Voice_Group,0016,,69.55913043478259,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Mixed_Voice_Group_0017,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Mixed_Voice_Group,0017,,82.53214285714277,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Mixed_Voice_Group_0018,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Mixed_Voice_Group,0018,,70.65050000000005,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Paired_Speech_Group_0003,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Paired_Speech_Group,0003,19.484615384615363,,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Paired_Speech_Group_0005,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Paired_Speech_Group,0005,14.259259259259236,,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Paired_Speech_Group_0015,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Paired_Speech_Group,0015,,24.11220000000001,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Paired_Speech_Group_0016,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Paired_Speech_Group,0016,,37.715,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Paired_Speech_Group_0017,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Paired_Speech_Group,0017,,20.990624999999994,
EN-Alto-1_Mixed_Voice_and_Falsetto_yesterday once more_Paired_Speech_Group_0018,EN-Alto-1,Mixed_Voice_and_Falsetto,yesterday once more,Paired_Speech_Group,0018,,28.82807692307688,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0000,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0000,42.16666666666676,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0001,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0001,29.524999999999928,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0002,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0002,26.99999999999999,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0003,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0003,18.40384615384614,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0004,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0004,27.937499999999943,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0005,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0005,141.15,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0006,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0006,78.19565217391299,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0007,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0007,178.07142857142847,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0008,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0008,43.289473684210556,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0009,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0009,174.11538461538456,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0010,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0010,124.09090909090902,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0011,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0011,79.5909090909091,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0012,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0012,191.91666666666674,,
EN-Alto-1_Pharyngeal_beauty and the beast_Control_Group_0013,EN-Alto-1,Pharyngeal,beauty and the beast,Control_Group,0013,69.25000000000011,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0000,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0000,22.30769230769232,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0001,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0001,14.47916666666667,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0002,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0002,11.874999999999998,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0003,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0003,19.74074074074074,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0004,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0004,14.342105263157867,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0005,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0005,15.999999999999995,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0006,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0006,18.87500000000005,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0007,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0007,22.69230769230768,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0008,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0008,15.534482758620722,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0009,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0009,20.519230769230777,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0010,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0010,20.673913043478304,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0011,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0011,15.12857142857133,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0012,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0012,18.07692307692307,,
EN-Alto-1_Pharyngeal_beauty and the beast_Paired_Speech_Group_0013,EN-Alto-1,Pharyngeal,beauty and the beast,Paired_Speech_Group,0013,10.454545454545446,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0000,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0000,40.12500000000005,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0001,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0001,40.1666666666667,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0002,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0002,57.549999999999976,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0003,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0003,25.499999999999993,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0004,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0004,40.051724137931075,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0005,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0005,156.83333333333346,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0006,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0006,98.14285714285708,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0007,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0007,42.727272727272755,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0008,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0008,28.366666666666642,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0010,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0010,88.14285714285714,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0011,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0011,256.1666666666664,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0012,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0012,102.46153846153841,,
EN-Alto-1_Pharyngeal_beauty and the beast_Pharyngeal_Group_0013,EN-Alto-1,Pharyngeal,beauty and the beast,Pharyngeal_Group,0013,115.5000000000001,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0000,EN-Alto-1,Pharyngeal,clouds,Control_Group,0000,28.529411764705905,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0001,EN-Alto-1,Pharyngeal,clouds,Control_Group,0001,28.806818181818166,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0002,EN-Alto-1,Pharyngeal,clouds,Control_Group,0002,59.16129032258063,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0003,EN-Alto-1,Pharyngeal,clouds,Control_Group,0003,42.61666666666669,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0004,EN-Alto-1,Pharyngeal,clouds,Control_Group,0004,65.44827586206904,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0005,EN-Alto-1,Pharyngeal,clouds,Control_Group,0005,31.15000000000002,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0006,EN-Alto-1,Pharyngeal,clouds,Control_Group,0006,47.2272727272727,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0007,EN-Alto-1,Pharyngeal,clouds,Control_Group,0007,40.84146341463418,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0008,EN-Alto-1,Pharyngeal,clouds,Control_Group,0008,47.9666666666666,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0009,EN-Alto-1,Pharyngeal,clouds,Control_Group,0009,146.47058823529412,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0010,EN-Alto-1,Pharyngeal,clouds,Control_Group,0010,21.636363636363743,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0011,EN-Alto-1,Pharyngeal,clouds,Control_Group,0011,39.66666666666658,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0012,EN-Alto-1,Pharyngeal,clouds,Control_Group,0012,85.82352941176472,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0013,EN-Alto-1,Pharyngeal,clouds,Control_Group,0013,22.414893617021267,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0014,EN-Alto-1,Pharyngeal,clouds,Control_Group,0014,27.20312500000005,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0015,EN-Alto-1,Pharyngeal,clouds,Control_Group,0015,48.92592592592591,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0016,EN-Alto-1,Pharyngeal,clouds,Control_Group,0016,21.839285714285687,,
EN-Alto-1_Pharyngeal_clouds_Control_Group_0017,EN-Alto-1,Pharyngeal,clouds,Control_Group,0017,36.403846153846125,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0002,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0002,11.92307692307692,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0003,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0003,22.14285714285715,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0004,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0004,12.61290322580647,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0005,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0005,14.695652173913016,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0007,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0007,19.02380952380954,,
EN-Alto-1_Pharyngeal_clouds_Paired_Speech_Group_0008,EN-Alto-1,Pharyngeal,clouds,Paired_Speech_Group,0008,13.439024390243864,,
